Taxon,Author,Subtaxon Author,Common Name,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Origin,Status,Reporting Status,Observation,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,GBIF ID,First Observed,Observer,iNaturalist Link,Notes,ID,Stats Code
Hydnum repandum,L.,,hedgehog,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Hydnaceae,,,Hydnum,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,Hydnum repandum no longer recognized in North America (see Niskanen et al. 2018),48641,FUN
Hygrocybe coccinea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Hygrocybe,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,55245,FUN
Hygrophorus sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Hygrophorus,,,reported,unobserved,2011-05,Kent Brothers,VMS,,,,,,,63108,FUN
Hypomyces chrysospermus,Tul. & C. Tul.,,bolete eater,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Hypocreales,,,Hypocreaceae,,,Hypomyces,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,152947,FUN
Hypoxylon cf rubiginosum,(Pers.) Fr.,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Hypoxylaceae,,,Hypoxylon,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,351179,FUN
Hypoxylon fragiforme,(Pers.) J. Kickx f.,,beach woodwart,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Hypoxylaceae,,,Hypoxylon,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,351126,FUN
Infundibulicybe gibba,(Pers.) Harmaja,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Infundibulicybe,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Clitocybe gibba,921916,FUN
Inocybe calamistrata,(Fr.) Gillet,,scaly fiber head,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2012-05,,VMS,,,,,,,118335,FUN
Inocybe castanea,Velenovsky,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2008-10-25,Oluna Ceska,UBC,F19542,,,,,,202385,FUN
Inocybe flocculosa,Sacc.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118333,FUN
Inocybe lacera var. lacera,(Fr.) P. Kumm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2008-10-25,Oluna Ceska,UBC,F19543,,,,,,179768,FUN
Inocybe lanuginosa var. ovatocystis,Boursier & Kühner,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22077,,,,,reported as Inocybe ovatocystis,127546,FUN
Inocybe rimosa,(Bull.) P. Kumm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2011-10-29,Kent Brothers,VMS,,,,,,,118344,FUN
Inocybe sororia,Kauffman,,corn silk inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118347,FUN
Inocybe xanthomelas,Boursier & Kühner,,inocybe,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Inocybaceae,,,Inocybe,,,reported,unobserved,2019-11,Rene Zich,19th Galiano Mushroom Festival List,,,,,,,865815,FUN
Inonotus tomentosus,(Fr.) Teng,,woolly velvet polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Inonotus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,155121,FUN
Kretzschmaria cf deusta,(Hoffm.) P.M.D. Martin,,brittle cinder,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Xylariaceae,,,Kretzschmaria,,,reported,unobserved,2019-05-04,Kent Brothers,VMS,,,,,,,128051,FUN
Lachnum virgineum,(Batsch) P. Karst.,,stalked hairy fairy cup,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Lachnaceae,,,Lachnum,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,203703,FUN
Lactarius cf luculentus var. laetus,Hesler & A.H. Sm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Lactarius,,,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,118229,FUN
Lactarius luculentus,Burl.,,orange milkcap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Lactarius,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,118228,FUN
Lactarius uvidus,,,purple stain,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,Lactarius,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,344533,FUN
Lanzia luteovirescens,(Roberge ex Desm.) Dumont & Korf,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Rutstroemiaceae,,,Lanzia,,,reported,unobserved,2011-10-29,Kent Brothers,VMS,,,,,,,629144,FUN
Lentaria pinicola,(Burt) R.H. Peterson,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Lentariaceae,,,Lentaria,,,reported,unobserved,2011-10,Kent Brothers,VMS,,,,,,,500148,FUN
Lepiota castanea,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Lepiota,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,379844,FUN
Lepiota clypeolaria,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Lepiota,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,351371,FUN
Lepiota cristata,,,malodorous lepiota,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Lepiota,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,58694,FUN
Lepiota rubrotincta,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Lepiota,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,344518,FUN
Lepista tarda,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Lepista,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179127,FUN
Leptonia diversa,Largent,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Leptonia,,,reported,unobserved,2008-10-25,Mushroom Show,UBC,F29852,,,,,,500150,FUN
Leptonia serrulata,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Leptonia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,497183,FUN
Leptonia subeuchroa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Leptonia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,505089,FUN
Leratiomyces ceres,(Cooke & Masee) Spooner & Bridge (2008),,redlead roundhead,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Strophariaceae,,,Leratiomyces,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Stropharia aurantiaca,121217,FUN
Leucocoprinus luteus,,,yellow parasol,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Agaricaceae,,,Leucocoprinus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,460350,FUN
Leucopaxillus albissimus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Leucopaxillus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,67351,FUN
Leucopaxillus amarus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Leucopaxillus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,194715,FUN
Lycoperdon nigrescens ,Wahlenb.,,dusky puffball,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Lycoperdaceae,,,Lycoperdon,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Lycoperdon foetidum,194080,FUN
Lyophyllum semitale,(Fr.) Kühner ex Kalamees,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Lyophyllaceae,,,Lyophyllum,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22078,,,,,,499749,FUN
Macrocystidia cucumis,(Pers.) Joss.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Marasmiaceae,,,Macrocystidia,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,49544,FUN
Macrotyphula juncea,(Alb. & Schwein.) Berthier,,slender club,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pleurotineae,,Typhulaceae,,,Macrotyphula,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,54717,FUN
Marasmiellus peronatus,(Bolton) J.S.,,wood woollyfoot,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Omphalotaceae,,,Marasmiellus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Gymnopus peronatus,922026,FUN
Melanoleuca cf verrucipes,(Fr.) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Pluteaceae,,,Melanoleuca,,,reported,unobserved,2012-05,,VMS,,,,,,,415637,FUN
Melanoleuca excissa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Pluteaceae,,,Melanoleuca,,,reported,unobserved,2008-10-25,Mushroom Show,UBC,F29853,,,,,,500298,FUN
Melanoleuca melaleuca,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Pluteaceae,,,Melanoleuca,,,reported,unobserved,2016-11-07,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,351522,FUN
Melanoleuca stridula,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Pluteaceae,,,Melanoleuca,,,reported,unobserved,2008-10-25,Mushroom Show,UBC,F29854,,,,,,500299,FUN
Mollisia cinerea,(Batsch) P. Karst.,,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Mollisiaceae,,,Mollisia,,,reported,unobserved,2013-05-04,Kent Brothers,VMS,,,,,,,370769,FUN
Morchella cf brunnea,M. Kuo,,morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Morchellaceae,,,Morchella,,,reported,unobserved,2014-05-10,Kent Brothers,VMS,,,,,,,492428,FUN
Morchella esculenta,(L.) Pers.,,morel,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Morchellaceae,,,Morchella,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,58682,FUN
Mycena alcalina,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179707,FUN
Mycena cf leptocephala,(Pers.) Gillet,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,63470,FUN
Mycena epipterygia,,,yellowleg bonnet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,179107,FUN
Mycena epipterygioides,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,1000595,FUN
Mycena haematopus,,,bleeding fairy helmet,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,63460,FUN
Mycena maculata,,,Spotted Mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,63468,FUN
Mycena parabolica,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,782254,FUN
Mycena pearsoniana,Dennis ex Singer,,lilac mycena,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22072,,,,,,500297,FUN
Mycena polygramma,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,499257,FUN
Mycena rosella,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,179020,FUN
Mycena rubromarginata,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Mycenaceae,,,Mycena,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,739098,FUN
Mycetinis salalis ,(Desjardin & Redhead),,salal marasmius,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Marasmiaceae,,,Mycetinis,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Marasmius salalis,925110,FUN
Myxomphalia maura,(Fr.) Hora,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Myxomphalia,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29205,,,,,,479444,FUN
Naucoria escharioides,(Fr.) P. Kumm.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Naucoria,,,reported,unobserved,2009-05-16,Kent Brothers,VMS,,,,,,,500042,FUN
Nemania cf serpens,(Pers.) Gray,,,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,,,Xylariales,,,Xylariaceae,,,Nemania,,,reported,unobserved,2011-05-14,Kent Brothers,VMS,,,,,,,383317,FUN
Neournula pouchetii,(Berthet & Riousset) Paden,,rose goblet,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Chorioactidaceae,,,Neournula,,,reported,unobserved,2011-05-14,Kent Brothers,UBC,F24076,,,,,,500296,FUN
Oligoporus rennyi,(Berk. & Broome) Donk,,powder-puff polypore,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Dacryobolaceae,,,Oligoporus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,959331,FUN
Orbilia xanthostigma,(Fr.) Fr.,,,Fungi,Ascomycota,Pezizomycotina,,Orbiliomycetes,,,Orbiliales,,,Orbiliaceae,,,Orbilia,,,reported,unobserved,2013-05-04,Kent Brothers,UBC,F24073,,,,,,417933,FUN
Oxyporus cuneatus,(Murrill) Aoshima,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Schizoporaceae,,,Oxyporus,,,reported,unobserved,2016-05-21,Kent Brothers,VMS,,,,,,,607010,FUN
Pachycudonia monticola,(Mains) S. Imai,,Main’s mountain-loving Cudonia,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Cudoniaceae,,,Pachycudonia,,,reported,unobserved,2011-05-14,VMS,UBC,F22507,,,,,reported as Cudonia monticola,873709,FUN
Panaeolus papilionaceus var. parvisporus,Ew. Gerhardt,,petticoat mottlegill,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Psathyrellaceae,,,Panaeolus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,reported as Panaeolus campanulatus,179101,FUN
Paralepista flaccida,,,orange funnel cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Paralepista,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Lepista inversa,841424,FUN
Parasola plicatilis,"(Curtis) Redhead, Vilgalys & Hopple",,plated inky-cap,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Psathyrellaceae,,,Parasola,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Coprinus plicatilis,63583,FUN
Paxillus involutus,,,brown rollrim,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Paxillaceae,,,Paxillus,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,55941,FUN
Perenniporia subacida,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Perenniporia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,351714,FUN
Peziza phyllogena,Cooke,,pig-ear cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Peziza,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Peziza badioconfusa,154482,FUN
Peziza praetervisa,Bres.,,purple fairy cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Peziza,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29206,,,,,,351736,FUN
Peziza varia,(Hedw.) Alb. & Schwein.,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Peziza,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29207,,,,,,411300,FUN
Peziza violacea,(Bull.) Rehlan,,violet fairy cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Peziza,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29209,,,,,,203712,FUN
Phaeocollybia californica,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Phaeocollybia,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,227623,FUN
Phellinus igniarius,,,False Tinder Conk,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,Phellinus,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,125136,FUN
Phellodon atratus,K.A. Harrison,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,Phellodon,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,424816,FUN
Phylloporus rhodoxanthus,(Schwein.) Bres.,,golden gilled bolete,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Boletaceae,Xerocomoideae,,Phylloporus,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22061,,,,,,130936,FUN
Piloderma sp.,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Atheliales,,,Atheliaceae,,,Piloderma,,,reported,unobserved,2011-05,Kent Brothers,VMS,,,,,,,335986,FUN
Plectania milleri,Paden & Tylutki,,black cup,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcosomataceae,,,Plectania,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,500177,FUN
Plicaria endocarpoides,(Berk.) Rifai,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,Plicaria,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29210,,,,,,491726,FUN
Pluteus cf romellii,(Britzelm.) Sacc.,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Pluteineae,,Pluteaceae,,,Pluteus,,,reported,unobserved,2015-05,Kent Brothers,VMS,,,,,,,64087,FUN
Polyporus decurrens,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,Polyporus,,,reported,unobserved,2008-10-25,Mushroom Show,UBC,F29855,,,,,,344496,FUN
Postia perdelicata,(Murrill) M.J. Larsen & Lombard,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,Postia,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Oligoporus perdelicatus,1048572,FUN
Pseudoarmillariella ectypoides,(Peck) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Hygrophorineae,,Hygrophoraceae,,,Pseudoarmillariella,,,reported,unobserved,2010-04-17,Paul Kroeger,UBC,F22079,,,,,,351967,FUN
Pseudoclitocybe cyathiformis,(Bull.) Singer,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Tricholomataceae,,,Pseudoclitocybe,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,339415,FUN
Pseudoplectania melaena,(Fr.) Sacc.,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcosomataceae,,,Pseudoplectania,,,reported,unobserved,2007-04-28,Kent Brothers,VMS,,,,,,reported as Plectania melaena,1077155,FUN
Pseudoplectania nigrella,(Pers.) Fuckel,,hairy cups,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcosomataceae,,,Pseudoplectania,,,reported,unobserved,2016-02-01,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,351979,FUN
Psilocybe cyanescens,,,blueleg brownie,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Agaricineae,,Hymenogastraceae,,,Psilocybe,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,179085,FUN
Pulvinula archeri,(Berk.) Rifai,,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,Pulvinula,,,reported,unobserved,2007-04-05,Oluna Ceska,UBC,F29213,,,,,,500294,FUN
Ramaria conjunctipes,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,reported,unobserved,2016-11,Rene Zich,,,,,,,,236824,FUN
Ramaria gelatinosa,,,gelatinous coral mushroom,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,reported,unobserved,2016-11,Rene Zich,15th Galiano Mushroom Festival List,,,,,,,335518,FUN
Ramaria myceliosa,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Gomphales,,,Gomphaceae,,,Ramaria,,,reported,unobserved,2016-11-07,Rene Zich,,,,,,,,179079,FUN
Rhizopogon villosulus,,,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Boletales,,,Rhizopogonaceae,,,Rhizopogon,,,reported,unobserved,,Geoffrey G.E. Scudder,OSC,59050,,,,,,384121,FUN
Rhodocollybia butyracea,(Bull.) Lennox,,buttery collybia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Omphalotaceae,,,Rhodocollybia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,118166,FUN
Rhodocollybia oregonensis,(A.H. Sm.) Lennox,,Oregon collybia,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Marasmiineae,,Omphalotaceae,,,Rhodocollybia,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,,340975,FUN
Rhodophana nitellina,"(Fr.) Papetti, Rivista",,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Agaricales,Tricholomatineae,,Entolomataceae,,,Rhodophana,,,reported,unobserved,2016-02,Rene Zich,Galiano Comprehensive Mushroom List Feb 2016,,,,,,reported as Rhodocybe nitellina,496868,FUN
