"","scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","hybrid","subspecies","variety","form","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"193","Ranunculus eschscholtzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V43433",NA,"C07CC715-13A6-B948-A353-51281482EDA1","John Davidson","s.n.",NA,"1912-08-15",1912,8,15,"PRESERVED_SPECIMEN","Garibaldi, between Panorama Ridge and Black Tusk [Black Tusk Lake]",NA,NA,"British Columbia","Canada","CA",49.9541669990711,-123.014167,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"John W. Eastham",NA,NA,NA,NA,NA
"194","Rhinanthus minor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","125705183",NA,"https://www.inaturalist.org/observations/125705183","Rand Rudland","",NA,"2022-07-10",2022,7,10,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.493145,-123.581872,430,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Rand Rudland",NA,NA,NA,NA,NA
"195","Rhododendron × hybridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","122553875",NA,"https://www.inaturalist.org/observations/122553875","savannahrouse","",NA,"2022-06-05",2022,6,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.699383,-123.158975,4,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"David Anderson",NA,NA,NA,NA,NA
"196","Rhododendron × hybridum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","122552527",NA,"https://www.inaturalist.org/observations/122552527","savannahrouse","",NA,"2022-06-05",2022,6,5,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.699313,-123.159019,4,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"David Anderson",NA,NA,NA,NA,NA
"197","Rorippa alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V13050",NA,"26396103-12BB-1E46-AD5F-AD0E637ABC9F","W. Taylor","s.n.",NA,"1913-08-01",1913,8,NA,"PRESERVED_SPECIMEN","Garibaldi District",NA,NA,"British Columbia","Canada","CA",49.9663768867129,-123.151015762854,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Curtis R. Bjork",NA,NA,NA,NA,NA
"198","Rorippa curvipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"truncata","VARIETY","DAO","DAO","14699",NA,"","Hardy, G.A.","",NA,"1944-08-25",1944,8,25,"PRESERVED_SPECIMEN","Paradise Mine",NA,NA,"B.C.","Canada","CA",49.816667,-123.15,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"199","Rorippa palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","125545147",NA,"https://www.inaturalist.org/observations/125545147","Ben Keen","",NA,"2022-07-09",2022,7,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.377353,-123.338158,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Ben Keen",NA,NA,NA,NA,NA
"200","Rorippa palustris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","125545172",NA,"https://www.inaturalist.org/observations/125545172","Ben Keen","",NA,"2022-07-09",2022,7,9,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.377144,-123.338058,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Ben Keen",NA,NA,NA,NA,NA
"201","Rosa gymnocarpa ssp. gymnocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V32642",NA,"62BEA9EB-81CA-4345-A5DD-FED892D71DCF","John W. Eastham","s.n.",NA,"1940-08-06",1940,8,6,"PRESERVED_SPECIMEN","Bowen Island, Deep Cove",NA,NA,"British Columbia","Canada","CA",49.3666669990679,-123.366667,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"John W. Eastham",NA,NA,NA,NA,NA
"202","Rosa pisocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","119353606",NA,"https://www.inaturalist.org/observations/119353606","Gwen L'Hirondelle","",NA,"2022-05-29",2022,5,29,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.734962,-123.13412,85,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Gwen L'Hirondelle",NA,NA,NA,NA,NA
"203","Rosaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","FAMILY","iNaturalist","Observations","19035564",NA,"https://www.inaturalist.org/observations/19035564","Ben Keen","",NA,"2018-12-15",2018,12,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.340944,-123.431369,5,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Ben Keen",NA,NA,NA,NA,NA
"204","Rubus chamaemorus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","51665457",NA,"https://www.inaturalist.org/observations/51665457","Taylor Justason","",NA,"2020-06-28",2020,6,28,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.51074,-123.204882,89,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Taylor Justason",NA,NA,NA,NA,NA
"205","Rubus fruticosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","RBCM","V","V206710",NA,"RBCM:Botany:V206710","Frank Lomer","6566",NA,"2008-06-03",2008,6,3,"PRESERVED_SPECIMEN","Squamish, British Columbia: Squamish, Highway 99, W side, 400 m N of Cleveland Avenue",NA,NA,"British Columbia","Canada","CA",49.707778,-123.146944,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,1,NA,NA,NA,NA,"Frank Lomer",NA,NA,NA,NA,NA
"206","Rubus idaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","52837442",NA,"https://www.inaturalist.org/observations/52837442","Ben Keen","",NA,"2020-07-12",2020,7,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.393313,-123.322966,9,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Ben Keen",NA,NA,NA,NA,NA
"207","Rubus procerus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","CSUSB","","CSUSB93815",NA,"d39a908d-6f6a-4c06-83c5-7203ca6d570c","M.E. Barkworth","517",NA,"1972-07-19",1972,7,19,"PRESERVED_SPECIMEN","8 miles north of Horseshoe Bay on Northeast side of Highway 99",NA,NA,"Bc","Canada","CA",49.477109,-123.241291,327,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"208","Rubus rolfei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","107226156",NA,"https://www.inaturalist.org/observations/107226156","Ben Keen","",NA,"2022-02-21",2022,2,21,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.371439,-123.331583,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Ben Keen",NA,NA,NA,NA,NA
"209","Rubus ulmifolius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","DES","","DES00025805",NA,"170d116b-7772-4e5d-9c1a-f1959ada2243","M. Barkworth","517",NA,"1972-07-19",1972,7,19,"PRESERVED_SPECIMEN","8 mi north of Horseshoe Bay on the northeast side of Hwy 99.",NA,NA,"British Columbia","Canada","CA",49.502624,-123.244381,1000,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"J. W. Brasher",NA,NA,NA,NA,NA
"210","Rumex acetosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","13791482",NA,"https://www.inaturalist.org/observations/13791482","Derek Killby","",NA,"2018-04-17",2018,4,17,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.37384,-123.289555,102,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Derek Killby",NA,NA,NA,NA,NA
"211","Sagina maxima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","66725760",NA,"https://www.inaturalist.org/observations/66725760","Steve Ansell","",NA,"2015-06-06",2015,6,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.339899,-123.432284,25,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Steve Ansell",NA,NA,NA,NA,NA
"212","Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","ca.ubc","UBCVascular","V248788",NA,"B256DC14-8C28-0C4A-9F10-11B33030D4E4","Diana M. Percy, Quentin C. Cronk","Whistler road 1",NA,"2007-04-20",2007,4,20,"PRESERVED_SPECIMEN","Highway 99, roadside between Squamish and Whistler, near Brohm Lake Receational Site",NA,NA,"British Columbia","Canada","CA",49.82145,-123.13467,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"George Argus",NA,NA,NA,NA,NA
"213","Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","ca.ubc","UBCVascular","V248791",NA,"D4D5341B-63DA-2D4E-8215-E2F196F2632E","Diana M. Percy, Quentin C. Cronk","Whistler road 4",NA,"2007-04-20",2007,4,20,"PRESERVED_SPECIMEN","Highway 99, roadside between Squamish and Whistler, near Brohm Lake Receational Site",NA,NA,"British Columbia","Canada","CA",49.82145,-123.13467,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"George Argus",NA,NA,NA,NA,NA
"214","Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","ca.ubc","UBCVascular","V248790",NA,"20513375-DED7-6840-AE80-3D7E2F51A18E","Diana M. Percy, Quentin C. Cronk","Whistler road 3",NA,"2007-04-20",2007,4,20,"PRESERVED_SPECIMEN","Highway 99, roadside between Squamish and Whistler, near Brohm Lake Receational Site",NA,NA,"British Columbia","Canada","CA",49.82145,-123.13467,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"George Argus",NA,NA,NA,NA,NA
"215","Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","","","",NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=SALIX208-08","","",NA,"2007-04-20",2007,4,20,"MATERIAL_SAMPLE","Hwy 99, roadside between Squamish and Whistler, ne",NA,NA,"British Columbia","Canada","CA",49.821,-123.135,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"216","Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","","","",NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=SALIX207-08","","",NA,"2007-04-20",2007,4,20,"MATERIAL_SAMPLE","Hwy 99, roadside between Squamish and Whistler, ne",NA,NA,"British Columbia","Canada","CA",49.821,-123.135,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"217","Salix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","","","",NA,"http://bins.boldsystems.org/index.php/Public_RecordView?processid=SALIX205-08","","",NA,"2007-04-20",2007,4,20,"MATERIAL_SAMPLE","Hwy 99, roadside between Squamish and Whistler, ne",NA,NA,"British Columbia","Canada","CA",49.821,-123.135,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"218","Salix discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","108065446",NA,"https://www.inaturalist.org/observations/108065446","Roslyn","",NA,"2022-03-06",2022,3,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.704003,-123.151558,10,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"judith holm",NA,NA,NA,NA,NA
"219","Salix lucida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","116030597",NA,"https://www.inaturalist.org/observations/116030597","Andrew Simon","",NA,"2022-05-06",2022,5,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.708845,-123.14212,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Andrew Simon",NA,NA,NA,NA,NA
"220","Sanguisorba officinalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","54334824",NA,"https://www.inaturalist.org/observations/54334824","Rand Rudland","",NA,"2020-07-25",2020,7,25,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.49343,-123.578566,4,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Rand Rudland",NA,NA,NA,NA,NA
"221","Sarracenia purpurea ssp. purpurea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"purpurea","SUBSPECIES","ca.ubc","UBCVascular","V249008",NA,"061D9D9C-C0F9-9240-BD21-470FB9A17889","Terry McIntosh, Jamie Fenneman","2016_9",NA,"2016-06-22",2016,6,22,"PRESERVED_SPECIMEN","north of Squamish, Alice Lake area",NA,NA,"British Columbia","Canada","CA",49.7877779990702,-123.108889,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Terry McIntosh",NA,NA,NA,NA,NA
"222","Saxifraga bronchialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V47152",NA,"7D5D88B0-D301-6042-9498-A36220563192","A. E. Baggs","s.n.",NA,"1913-08-07",1913,8,7,"PRESERVED_SPECIMEN","Panorama ridge",NA,NA,"British Columbia","Canada","CA",49.9541669990711,-123.014167,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"A. E. Baggs",NA,NA,NA,NA,NA
"223","Sedum acre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","31929140",NA,"https://www.inaturalist.org/observations/31929140","Peter","",NA,"2019-07-02",2019,7,2,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.483501,-123.382892,1413,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"jf920",NA,NA,NA,NA,NA
"224","Sedum sexangulare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V250847",NA,"7F47EDFE-90F7-E943-B97C-B0EDDFA3D70D","Frank Lomer","10694",NA,"2017-07-15",2017,7,15,"PRESERVED_SPECIMEN","West Vancouver, Horseshoe Bay, Highway 1, 280 m northwest of Eagleridge Drive overpass",NA,NA,"British Columbia","Canada","CA",49.3630279990679,-123.276306,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Frank Lomer",NA,NA,NA,NA,NA
"225","Senecio fremontii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V158361",NA,"DD10E564-8E2E-4243-9936-38EA0D7CF0EF","B. Fraser","s.n.",NA,"1965-07-02",1965,7,2,"PRESERVED_SPECIMEN","Garibaldi Park, Sphinx glacier foreland",NA,NA,"British Columbia","Canada","CA",49.9163787550759,-122.959342409206,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"V. Bednar",NA,NA,NA,NA,NA
"226","Senecio lugens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","University of Alberta Museums","ALTA-VP","140513",NA,"urn:catalog:ALTA-VP:140513","Taylor, W.","s.n.",NA,"1913-08-01",1913,8,NA,"PRESERVED_SPECIMEN","Garibaldi",NA,NA,"British Columbia","Canada","CA",49.9666669990712,-123.15,30000,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA
"227","Sequoia sempervirens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","59816995",NA,"https://www.inaturalist.org/observations/59816995","meslake","",NA,"2020-09-12",2020,9,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.428538,-123.493079,8,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"meslake",NA,NA,NA,NA,NA
"228","Setaria viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","29733620",NA,"https://www.inaturalist.org/observations/29733620","salishsea86","",NA,"2019-07-28",2019,7,28,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.387212,-123.334822,8,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Norbert Sauberer",NA,NA,NA,NA,NA
"229","Shepherdia canadensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","61178733",NA,"https://www.inaturalist.org/observations/61178733","gordgcatt","",NA,"2020-09-11",2020,9,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.384933,-123.187363,20000,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"gordgcatt",NA,NA,NA,NA,NA
"230","Silene flos-cuculi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","120258204",NA,"https://www.inaturalist.org/observations/120258204","fisherpeak","",NA,"2022-06-01",2022,6,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.375274,-123.209,26550,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"fisherpeak",NA,NA,NA,NA,NA
"231","Solanum emulans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V165159",NA,"D6E2C0EC-2E46-0B4E-A61E-95B64F40B349","Martin Small","s.n.",NA,"1978-09-16",1978,9,16,"PRESERVED_SPECIMEN","Bowen Island, central",NA,NA,"British Columbia","Canada","CA",49.366667,-123.366667,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Sandra Knapp",NA,NA,NA,NA,NA
"232","Solidago rugosa var. rugosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"rugosa","VARIETY","ca.ubc","UBCVascular","V194574",NA,"82513D3E-21A9-F644-AFEA-1A0CD1090213","Tom C. Wells","703",NA,"1987-09-01",1987,9,1,"PRESERVED_SPECIMEN","Squamish-Lillooet Regional District, Highway 99, 2 km south of Squamish",NA,NA,"British Columbia","Canada","CA",49.683333,-123.15,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Frank Lomer 2007",NA,NA,NA,NA,NA
"233","Solidago simplex var. simplex",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"simplex","VARIETY","USCH","MAIN","",NA,"5d636394-ff6d-11e2-9beb-001c23ce290f","Straley, Gerald","8786",NA,"1995-09-10",1995,9,10,"PRESERVED_SPECIMEN","Locality Not Recorded",NA,NA,"British Columbia","Canada","CA",49.383333,-123.3,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Davis, Robert",NA,NA,NA,NA,NA
"234","Sonchus arvensis ssp. arvensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","iNaturalist","Observations","26126271",NA,"https://www.inaturalist.org/observations/26126271","citizen1","",NA,"2019-05-26",2019,5,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",49.697094,-123.164662,555,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"citizen1",NA,NA,NA,NA,NA
"235","Sorbus sitchensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V226166",NA,"DF4E8651-5DF3-7545-9B5E-2F7BBCC2B62F","Gerald B. Straley","9228",NA,"1997-07-13",1997,7,13,"PRESERVED_SPECIMEN","North of West Vancouver, Cypress Bowl ski area, Yew Lake Trail.",NA,NA,"British Columbia","Canada","CA",49.383333,-123.25,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Gerald B. Straley",NA,NA,NA,NA,NA
"236","Spergularia macrotheca var. macrotheca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"macrotheca","VARIETY","RBCM","V","V064322",NA,"RBCM:Botany:V064322","Anthony Harrison","69.1",NA,"1966-08-08",1966,8,8,"PRESERVED_SPECIMEN","",NA,NA,"British Columbia","Canada","CA",49.483333,-123.3,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,1,NA,NA,NA,NA,"Kendrick Marr",NA,NA,NA,NA,NA
"237","Spiraea × hitchcockii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V250708",NA,"07AC5C17-7FF5-C94C-9394-5D09A45F7E91","Ben Stormes","bjs.18.001",NA,"2018-07-18",2018,7,18,"PRESERVED_SPECIMEN","Yew Lake, Cypress Provincial Park",NA,NA,"British Columbia","Canada","CA",49.3994,-123.2122,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Ben Stormes",NA,NA,NA,NA,NA
"238","Stellaria longipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V8200",NA,"FB5820DF-0496-764D-8A74-52D518FE62C8","Pam Ridge","s.n.",NA,"1912-05-11",1912,5,11,"PRESERVED_SPECIMEN","Garibaldi",NA,NA,"British Columbia","Canada","CA",49.9663768867129,-123.151015762854,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Pam Ridge",NA,NA,NA,NA,NA
"239","Streptopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","","","ERM286",NA,"KX678405","E.R. Manton","",NA,"2010-07-01",2010,7,1,"PRESERVED_SPECIMEN","British Columbia, Greater Vancouver Regional District, Cypress Provincial Park, Hollyburn Lake",NA,NA,"","Canada","CA",49.380001,-123.190002,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Erin R. Manton",NA,NA,NA,NA,NA
"240","Streptopus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","GENUS","","","ERM287",NA,"KX678725","E.R. Manton","",NA,"2010-07-01",2010,7,1,"PRESERVED_SPECIMEN","British Columbia, Greater Vancouver Regional District, Cypress Provincial Park, Yew Lake trail",NA,NA,"","Canada","CA",49.400002,-123.209999,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"Erin R. Manton",NA,NA,NA,NA,NA
"241","Streptopus lanceolatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","SPECIES","ca.ubc","UBCVascular","V25387",NA,"47EB09E4-837C-FE4E-9F1B-2EB93FEA4CCA","W. Taylor","s.n.",NA,"1913-08-01",1913,8,NA,"PRESERVED_SPECIMEN","Garibaldi",NA,NA,"British Columbia","Canada","CA",49.9663768867129,-123.151015762854,NA,NA,NA,NA,NA,NA,NA,NA,"PRESENT",NA,NA,NA,NA,NA,NA,NA,"W. Taylor",NA,NA,NA,NA,NA
