"","area","TaxonName","presence","HJ_comment","FPNW_note","critical_comments","reviewed","iNat_taxon","Family"
"159","saanich","Bromus erectus",1,"Name gone from H&C2018 . Vouchers? FofNA range map includes Wash and Oregon but not BC","","","","Bromus erectus","Poaceae"
"160","saanich","Bromus hordeaceus",1,"A weed in waste, open places.","","","","Bromus hordeaceus","Poaceae"
"161","saanich","Bromus inermis",1,"A&O Ceska Beaver Lake. Turner & Chapman Central Saanich roadside.","","","","Bromus inermis","Poaceae"
"162","saanich","Bromus japonicus",1,"Two Melburn collections for peninsula. (several Lomer collections Vancouver.)","","","","Bromus japonicus","Poaceae"
"163","saanich","Bromus latiglumis",1,"FofNA shows dist across western canada and US midwest. Name missing from H&C2018. Not in CDC Explorer. Melburn Cadboro Bay voucher not found.","not in FPNW2","","","Bromus latiglumis","Poaceae"
"164","saanich","Bromus pacificus",1,"Moist forest; rare; known from the Goldstream area. A&O Ceska Chatham Islands.","","","","Bromus pacificus","Poaceae"
"165","saanich","Bromus secalinus",1,"An occasional weed in grain fields. Macoun 1913 Beacon Hill Park.","","","","Bromus secalinus","Poaceae"
"166","saanich","Bromus sitchensis",1,"Wooded areas and grassy banks; occasional; Uplands, West Saanich, Mount Tolmie, and Sidney. Several vars present see B. sitchensis var. alleutensis and var. marginatus","","","","Bromus sitchensis","Poaceae"
"167","saanich","Bromus sitchensis var. aleutensis",1,"FNA:Bromus sitchensis resembles B. aleutensis, the two sometimes being treated as conspecific varieties. Bromus sitchensis is predominantly outcrossing, while B. aleutensis is predominantly self-fertilizing. No varieties currently recognized FNA","","","","Bromus sitchensis aleutensis","Poaceae"
"168","saanich","Bromus sitchensis var. carinatus",1,"Open ground and waste places; most common in the vicinity of Mount Douglas and along the Patricia Bay Highway.LEP reports of var. marginatus for peninsula.","","","","Bromus carinatus","Poaceae"
"169","saanich","Bromus sterilis",1,"Fields, roadside and waste places throughout.","","","","Bromus sterilis","Poaceae"
"170","saanich","Bromus tectorum",1,"Along roadsides, banks, and waste places; occasional; Uplands, Saanich, and Saanichton.","","","","Bromus tectorum","Poaceae"
"171","saanich","Bromus vulgaris",1,"Rocky places and shady ravines; occasional throughout.","","","","Bromus vulgaris","Poaceae"
"172","saanich","Buddleja davidii",1,"Marr Atkins Road beside the railroad tracks, Langford 2007. Many iNaturalist reports throughout peninsula.","","","","Buddleja davidii","Scrophulariaceae"
"173","saanich","Cakile edentula",1,"Along the coast; locally abundant.","","","","Cakile edentula","Brassicaceae"
"174","saanich","Cakile maritima",1,"Native of Europe; reported from sandy beaches in Victoria. FL Dock Island 2005.","","","","Cakile maritima","Brassicaceae"
"175","saanich","Calamagrostis canadensis",1,"Open, wet places; occasional in Royal Oak and Saanichton.","","","","Calamagrostis canadensis","Poaceae"
"176","saanich","Calamagrostis nutkaensis",1,"Rare; known only from Victoria, where it was collected by J. G. French in 1920. AFS additional collection Victoria. ( check at V )","","","","Calamagrostis nutkaensis","Poaceae"
"177","saanich","Calamagrostis stricta ssp. inexpansa",1,"AC Trial Island 1976. See C. canadensis","","","","Calamagrostis inexpansa","Poaceae"
"178","saanich","Calandrinia ciliata",1,"Moist, gravelly soil; sporadic in Victoria, Oak Bay, Saanich, and Esquimalt;","","","","Calandrinia ciliata","Montiaceae"
"179","saanich","Calendula officinalis",1,"Native of Europe; casual garden escapee; Victoria. Marr opposite Saanich Community Church 2007. FL Cleared rubbly area in vacant lot Gonzales Bay.","","","","Calendula officinalis","Asteraceae"
"180","saanich","Callitriche heterophylla var. bolanderi",1,"In ponds and pools; Langford, Goldstream, and the Highland districts.","","","","Callitriche heterophylla bolanderi","Plantaginaceae"
"181","saanich","Callitriche marginata",1,"AC Uplands Park 1991. also TCB 1991. FL location? 2009.","","","","Callitriche marginata","Plantaginaceae"
"182","saanich","Callitriche palustris",1,"TMCT Saanich 1941. A&OC Interurban Road, flats behind Camosun College 1976.","","","","Callitriche palustris","Plantaginaceae"
"183","saanich","Callitriche stagnalis",1,"Marr 2007 Colwood Corners; East side of the road. McGhee Swan Creek Park iNaturalist observation Dec 2020. SeveraliNaturalist observations for area.","","","","Callitriche stagnalis","Plantaginaceae"
"184","saanich","Callitropsis nootkatensis",1,"Isolated trees were noted, particularly in gardens; most likely planted. MCM collection Heron Street 1953.","","","","Cupressus nootkatensis","Cupressaceae"
"185","saanich","Caltha palustris",1,"Wet places; known from Blenkinsop Road, where it was collected by M. C. Melburn in 1958 and 1959. iNaturalist observations throughout - several appear to be naturalized.","","","","Caltha palustris","Ranunculaceae"
"186","saanich","Calypso bulbosa var. occidentalis",1,"Cool, moist coniferous forest throughout.","","","","Calypso bulbosa occidentalis","Orchidaceae"
"187","saanich","Calystegia sepium",1,"Moist soils, along roads, ditches, and waste places; common throughout and locally abundant.","","","","Calystegia sepium","Convolvulaceae"
"188","saanich","Calystegia soldanella",1,"Coastal beaches and sand dunes; sporadic in suitable habitats throughout.","","","","Calystegia soldanella","Convolvulaceae"
"189","saanich","Camassia leichtlinii ssp. suksdorfii",1,"Open to semishaded and grassy places; roadsides; common throughout. C. cusickii extensivly planted at Blanchard and Saanich Road - not persisting well?","","","","Camassia leichtlinii suksdorfii","Asparagaceae"
"190","saanich","Camassia quamash ssp. maxima",1,"Parklands and grassy open places; common throughout.","","","","Camassia quamash maxima","Asparagaceae"
"191","saanich","Camelina sativa",1,"Native of Europe, occasiona weed of sandy soils. Newest collections at V 1930.","","","","Camelina sativa","Brassicaceae"
"192","saanich","Camissonia contorta",1,"Rare; known only from Saanichton Bay, where it was collected along the beach by G. V. Copley in 1926 and M. C. Melburn in 1959. MF recent confirmation of populations on Sidney Island, James Island and Island View Beach.","","","","Camissonia contorta","Onagraceae"
"193","saanich","Campanula medium",1,"Cultivated Bellflowers not reported for area. iNaturalist reports Campanula poscharskyana Degan. Sidney, Victoria.","","","","Campanula medium","Campanulaceae"
"194","saanich","Campanula rotundifolia",1,"Moist, open slopes; known from Oak Bay and Thetis Lake Park.","","","","Campanula rotundifolia","Campanulaceae"
"195","saanich","Campanula scouleri",1,"Open woods, edges of forests, and less often on rock outcrops; the common species of Campanula in the area, particularly in Esquimalt, Sidney, Goldstream, Francis, and Thetis Lake Park.","","","","Campanula scouleri","Campanulaceae"
"196","saanich","Canadanthus modestus",1,"Moist woodland; rare; known only from Goldstream, where it was collected by M. C. Melburn in 1961. Voucher not found.","","","","Canadanthus modestus","Asteraceae"
"197","saanich","Capsella bursa-pastoris",1,"Native of Europe, common and widely distributed throughout.","","","","Capsella bursa-pastoris","Brassicaceae"
"198","saanich","Cardamine angulata",1,"Wet ground; rare; known only from Mt Tolmie where it was collected by G. A. Hardy in 1925 and Langford, where it was collected by A. F. Szczawinski in 1970. CDC Explorer no Saanich area records.","","","","Cardamine angulata","Brassicaceae"
"199","saanich","Cardamine breweri",1,"Wet places; known only from Beaver Lake, where it was collected by C. F. Newcombe in 1924.","","","","Cardamine breweri","Brassicaceae"
"200","saanich","Cardamine flexuosa",1,"HLR Mill Hill 2006. Zika near RBCM 2001.","","","","Cardamine flexuosa","Brassicaceae"
"201","saanich","Cardamine hirsuta",1,"Native of Europe; sporadically occuring as a weed throughout.","","","","Cardamine hirsuta","Brassicaceae"
"202","saanich","Cardamine nuttallii",1,"Moist woods; occasional; Uplands, Ten Mile Point, Mt Douglas, and Thetis Lake Park.","","","","Cardamine nuttallii","Brassicaceae"
"203","saanich","Cardamine occidentalis",1,"CFN Beaver Lake 1924, AC Cordova Bay 1993.","","","","Cardamine occidentalis","Brassicaceae"
"204","saanich","Cardamine occulta",1,"FL Queenswood Nursery, 6458 Central Saanich Road 2007, naturalized? FL Beach Drive, Oak Bay 2007","","","","Cardamine occulta","Brassicaceae"
"205","saanich","Cardamine oligosperma",1,"Wet places; very common throughout.","","","","Cardamine oligosperma","Brassicaceae"
"206","saanich","Cardamine pensylvanica",1,"Moist places; sporadic throughout.","","","","Cardamine pensylvanica","Brassicaceae"
"207","saanich","Carex aperta",1,"Two collections for Penninsula reidentified as C. lyngyei. No other collections found at V.","","""Carex—Several of these records are doubtful or certainly erroneous. Depends on what you want to do with them. For myself, I like to have a separate list of questionable species and only put the verified species on the plant list."" FL ""For this list I’m keeping the same order as the original S&H for easy reference and comparison to the original. If we go any further with it will reorganize using current names and add an appendix listing taxa dropped and unsubstantiated reports separately."" HJ
 ""Of course, this takes some effort to track these records down. My rule is to only list proven things and note any changes like re-identifications, unverifiable reports, etc. in a separate list."" FL","","Carex aperta","Cyperaceae"
"208","saanich","Carex aquatilis var. dives",1,"Eastham Thetis Lake 1941, AC near Pease Lake 1971, Bonnell Langford Lake 1970. Name sitchensis not recognized in FofNA or H&C2018; TMCT reidentified penninsula collections as C. sitchensis. Check current. H&C2018 doesn't recognize C. sitchensis but E-Flora BC maintains. See OldGenusSpeciesAuth C. sitchensis below.","","","","Carex aquatilis dives","Cyperaceae"
"209","saanich","Carex arcta",1,"Swampy ground; sporadic in Prospect Lake and Thetis Lake Park. Probably more common.","","","","Carex arcta","Cyperaceae"
"210","saanich","Carex athrostachya",1,"Wet meadows; rare; known from Sidney where it was collected by J. Macoun in 1915. Collections: 1983 Thetis Lake TCB, 1968 Cowliz R. Crawford, 1973 Rithet's Bog A&O Ceska, 2001 Christmas Hill Douglas&Penny","","","","Carex athrostachya","Cyperaceae"
"211","saanich","Carex aurea",1,"Wet, grassy places; sporadic; Victoria, Beacon Hill, and Thetis Lake Park.","","","","Carex aurea","Cyperaceae"
"212","saanich","Carex buxbaumii",1,"Goldstream River. A&O Ceska collection 1970 outside Saanich Flora range?","","","","Carex buxbaumii","Cyperaceae"
"213","saanich","Carex canescens ssp. canescens",1,"Check vouchers at V. arctaeformis is a deleted name. HLR reports near Island View Beach, AC Turner's Bog. AC Goldstream 1972. AC has C. arctiformis at Rithets Bog 1972.","","","","Carex canescens canescens","Cyperaceae"
"214","saanich","Carex cusickii",1,"Marshy areas; rare; Cadboro Bay and Sidney. Cllections: 1913 Macoun Sidney, 1969 TCB Prospect Lake, 1941 Eastham Cadboro Bay, 1991 TCB Rithet's Bog, 1971 AC Thetis Lake","","","","Carex cusickii","Cyperaceae"
"215","saanich","Carex deweyana",1,"Open woods; rare; prob more common. Check for vars. TCB 1990 Uplands Park, AS Portland Island, Harrison 1967 Horth Hill, Island View Beach, Tatlow Rd and others. FoPNW2018 deweyana uncommon in area. leptopoda and bolanderi possible. see C. leptopoda below.","","","","Carex deweyana","Cyperaceae"
"216","saanich","Carex diandra",1,"TMCT shows no Penninsula collections. Recheck loc of nearest dot on his map CDC explorer no near occurences.CPNWH no nearby records.","","""I would delete these until confirmed. They are all doubtful to me: Carex diandra"" FL ""Definitely not Saanich, will get Andrew to review the Galiano record. Could be C. cusickii."" HJ – ""this report is based on an observation of an immature specimen from the Galiano bog. Judith Holm may have also collected material. Barbara Wilson has commented that it is plausible yet immature. I would be comfortable removing this record until the species can be confirmed."" AS","HJ, FL, AS","Carex diandra","Cyperaceae"
"217","saanich","Carex echinata",1,"Turner 10mile Point 1966, AC Pease Lake, Third Lake 1971, Turner's Bog 1976","","","","Carex echinata","Cyperaceae"
"218","saanich","Carex exsiccata",1,"Margin of lake; rare; collected North Saanich by M. C. Melburn in 1959. CFN ElkLake 1917, Eastham Cadboro Bay 1938, JKH Thetis Lake 1890, Eastham Thetis Lake 1941","","""C. vesicaria not = C. exsiccata – edited to exsiccata relatively widespread, C. vesicaria relatively less common."" HJ","HJ","Carex exsiccata","Cyperaceae"
"219","saanich","Carex feta",1,"Prospect Lake A&OC, King's Pond Sanctuary A&OC, Royal Oak: locality of Isolepis setacea A&OC, Blenkinsop Lake A&OC, Christmas Hill Douglas & Penny","","","","Carex feta","Cyperaceae"
"220","saanich","Carex flava",1,"Wet meadows; occasional; Elk and Prospect Lakes, West Saanich, Island View Beach, and the Highland district.","","","","Carex flava","Cyperaceae"
"221","saanich","Carex foenea",1,"TCB collection 1969 Prospect Lake. GD-JP collection 2001 Christmas Hill","","""I would delete these until confirmed. They are all doubtful to me:
 Carex foenea"" FL ""Will recheck Douglas-Penny and Brayshaw colls at V"" HJ","FL, HJ","Carex foenea","Cyperaceae"
"222","saanich","Carex hassei",1,"AC Saanich 1976, AC Thetis Lake 1997.","","","","Carex hassei","Cyperaceae"
"223","saanich","Carex hendersonii",1,"Damp woods; occasional; Smuggler's Cove and West Saanich.","","","","Carex hendersonii","Cyperaceae"
"224","saanich","Carex illota",1,"Melburn collections misidentified. No other records for Penninsula.","","""I would delete these until confirmed. They are all doubtful to me: C. illota"" FL ""Already on excluded list"" HJ","FL, HJ","Carex illota","Cyperaceae"
"225","saanich","Carex inops ssp. inops",1,"Open woods; occasional; Uplands, Ten Mile Point, Mount Douglas, and Thetis Lake Park","","","","Carex inops inops","Cyperaceae"
"226","saanich","Carex kelloggii",1,"TMCT treats all for Penninsula as lenticularis. Check current at V.","","","","Carex kelloggii","Cyperaceae"
"227","saanich","Carex kelloggii var. impressa",1,"TMCT moved all C. kelloggii to this name. Should be C. k. var limnophila (Holm) B.L. Wilson & R.E. Brainerd ? This species does not occur in BC (A. Ceska, pers. comm. 2016). Carex lenticularis s.str. is an eastern species in North America (P. Zika, pers. comm. 2016).","","","","Carex kelloggii impressa","Cyperaceae"
"228","saanich","Carex kelloggii var. limnophila",1,"TMCT treats all records for Penninsula as C. lenticularis. Check V for lenticularis/kellogii. C. kelloggii var. limnophylla in H&C2018.","","","","Carex kelloggii limnophila","Cyperaceae"
